Study ID,Author(s),Year,Title,Journal,Passed Filter 2,Scope,Genomic,Wild or Captive,Continent,Country,Latitude,Longitude,Avg or est points,Coordinate Notes,Coordinate System,Class,Latin Binomial,IUCN Latin Binomial,IUCN Status,Species Global North or South,Total Number of Authors,1st Author Origin Country,1st Author Global Divide,Last Author Origin Country,Last Author Global Divide,Collaboration,Number of Local Authors,Number of authors from Global North,Number of authors from Global South,delta_maximum_temperature_1960_2050,Paper Notes
576,"Gvozdik, V.; Necas, T.; Jablonski, D.; Lemmon, E. M.; Lemmon, A. R.; Jandzik, D.; Moravec, J.",2023,"Phylogenomics of Anguis and Pseudopus (Squamata, Anguidae) indicates Balkan-Apennine mitochondrial capture associated with the Messinian event",MOLECULAR PHYLOGENETICS AND EVOLUTION,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Spain,42.62,-0.11,NO,,DD,Reptilia,Anguis fragilis,Anguis fragilis,LC,Global North,7,Czech Republic,Global North,Czech Republic,Global North,International,3,7,0,3.168402672,
576,"Gvozdik, V.; Necas, T.; Jablonski, D.; Lemmon, E. M.; Lemmon, A. R.; Jandzik, D.; Moravec, J.",2023,"Phylogenomics of Anguis and Pseudopus (Squamata, Anguidae) indicates Balkan-Apennine mitochondrial capture associated with the Messinian event",MOLECULAR PHYLOGENETICS AND EVOLUTION,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Asia,Vietnam,12.18,108.68,NO,,DD,Reptilia,Dopasia sokolovi,Dopasia sokolovi,LC,Global South,7,Czech Republic,Global North,Czech Republic,Global North,International,3,7,0,1.808333278,
578,"Hale, M. D.; Koal, T.; Pham, T. H.; Bowden, J. A.; Parrott, B. B.",2022,Transcriptional networks underlying a primary ovarian insufficiency disorder in alligators naturally exposed to EDCs,MOLECULAR AND CELLULAR ENDOCRINOLOGY,Yes,Level 3: Functional Variation - global change,RNASeq,Wild,North America,United States,28.9160604,-81.51213699,Yes,Averaged between two sites,DD,Reptilia,Alligator mississippiensis,Alligator mississippiensis,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,3,5,0,2.171701193,
580,"Hale, M. D.; Parrott, B. B.",2020,Assessing the Ability of Developmentally Precocious Estrogen Signaling to Recapitulate Ovarian Transcriptomes and Follicle Dynamics in Alligators from a Contaminated Lake,ENVIRONMENTAL HEALTH PERSPECTIVES,Yes,Level 3: Functional Variation - global change,RNASeq,Wild,North America,United States,28.9160604,-81.51213699,Yes,Averaged between two sites,DD,Reptilia,Alligator mississippiensis,Alligator mississippiensis,LC,Global North,2,United States of America,Global North,United States of America,Global North,Domestic,2,2,0,2.171701193,
583,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2021,"The influence of history, geography and environment on patterns of diversification in the western terrestrial garter snake",Journal of biogeography,Yes,Level 4: Functional Variation - climate change,GBS/RAD/target capture,Wild,North America,United States,39.14529108,-120.6720816,Yes,Estimated ,DD,Reptilia,Thamnophis elegans,Thamnophis elegans,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.696355104,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Guatemala,15.8164,-91.329,NO,,DD,Reptilia,Thamnophis fulvus,Thamnophis fulvus,LC,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.604860783,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,24.030954,-104.6490153,Yes,Centroid of Durango,DD,Reptilia,Adelophis foxi,Adelophis foxi,DD,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.536978483,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,17.07790715,-96.72826381,Yes,Centroid of Oaxaca,DD,Reptilia,Thamnophis bogerti,Thamnophis bogerti,NA,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.461458206,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,16.5906,-97.0136,NO,,DD,Reptilia,Thamnophis chrysocephalus,Thamnophis chrysocephalus,LC,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.29826355,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,19.04619508,-98.20076945,Yes,Centroid of Puebla,DD,Reptilia,Thamnophis conanti,Thamnophis conanti,NA,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.613021135,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,29.9943,-108.3295,NO,,DD,Reptilia,Thamnophis eques,Thamnophis eques,LC,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.829514265,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,23.8012,-105.3662,NO,,DD,Reptilia,Thamnophis errans,Thamnophis errans,LC,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.327950716,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,23.8239,-99.8758,NO,,DD,Reptilia,Thamnophis exsul,Thamnophis exsul,LC,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.789236546,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,17.36775,-96.57555,Yes,Averaged between two sites,DD,Reptilia,Thamnophis godmani,Thamnophis godmani,LC,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.567361355,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,20.2531,-102.5886,NO,,DD,Reptilia,Thamnophis melanogaster,Thamnophis melanogaster,EN,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.391666889,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,23.7569,-105.4278,NO,,DD,Reptilia,Thamnophis nigronuchalis,Thamnophis nigronuchalis,DD,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.303125143,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,19.5333,-99.4985,NO,,DD,Reptilia,Thamnophis scalaris,Thamnophis scalaris,LC,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.479861021,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,19.5947,-99.3063,NO,,DD,Reptilia,Thamnophis scaliger,Thamnophis scaliger,VU,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.521700382,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,20.65144899,-100.0122811,Yes,Centroid of Mexico,DD,Reptilia,Thamnophis sumichrasti,Thamnophis sumichrasti,LC,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.589582443,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Mexico,23.44,-109.8083,NO,,DD,Reptilia,Thamnophis validus,Thamnophis validus,NA,Global South,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,1.839235783,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Spain,37.46116463,-4.62401661,Yes,Centroid of Andalusia,DD,Reptilia,Natrix natrix,Natrix natrix,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.071874619,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,39.7976,-86.117,NO,,DD,Reptilia,Clonophis kirtlandii,Clonophis kirtlandii,NT,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.025520563,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,25.448,-80.3494,NO,,DD,Reptilia,Nerodia cyclopion,Nerodia cyclopion,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,1.817014694,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,42.6013187,-76.17760973,Yes,"Centroid of Cortland, NY",DD,Reptilia,Storeria occipitomaculata,Storeria occipitomaculata,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.182465315,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,38.6456,122.72735,Yes,Averaged between two sites,DD,Reptilia,Thamnophis atratus,Thamnophis atratus,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,NA,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,41.5407,-79.2616,NO,,DD,Reptilia,Thamnophis brachystoma,Thamnophis brachystoma,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.063367844,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,41.7684,-83.4371,NO,,DD,Reptilia,Thamnophis butleri,Thamnophis butleri,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.117881536,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,40.0319,-121.5435,NO,,DD,Reptilia,Thamnophis couchii,Thamnophis couchii,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.569096565,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,33.1346,-107.1012,NO,,DD,Reptilia,Thamnophis cyrtopsis,Thamnophis cyrtopsis,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.105728865,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,37.0045,-121.5739,NO,,DD,Reptilia,Thamnophis elegans,Thamnophis elegans,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.186979055,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,39.21615,-121.7242,Yes,Averaged between two sites,DD,Reptilia,Thamnophis gigas,Thamnophis gigas,VU,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.450000525,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,32.9874,-116.645967,Yes,Averaged between three sites,DD,Reptilia,Thamnophis hammondii,Thamnophis hammondii,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.367188454,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,31.5968,-109.2364,NO,,DD,Reptilia,Thamnophis marcianus,Thamnophis marcianus,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.037847042,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,45.56841818,-123.0847108,Yes,"Centroid of Washington, Oregon",DD,Reptilia,Thamnophis ordinoides,Thamnophis ordinoides,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.288715363,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,30.11645036,-95.52427101,Yes,"Average between Harris and Montgomery, TX",DD,Reptilia,Thamnophis proximus,Thamnophis proximus,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.631076097,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,23.824,-99.8798,NO,,DD,Reptilia,Thamnophis pulchrilatus,Thamnophis pulchrilatus,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.789236546,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,36.6924,-103.0633,NO,,DD,Reptilia,Thamnophis radix,Thamnophis radix,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.023090363,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,34.0593,-109.6394,Yes,Averaged across three sites,DD,Reptilia,Thamnophis rufipunctatus,Thamnophis rufipunctatus,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.137499809,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,33.1277,-79.7095,NO,,DD,Reptilia,Thamnophis sauritus,Thamnophis sauritus,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.176563263,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,40.34337958,-96.74753359,Yes,Sites scattered across US; Used centroid of US,DD,Reptilia,Thamnophis sirtalis,Thamnophis sirtalis,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.29340291,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,38.51143883,-82.69754853,Yes,"Centroid of Russell, KY",DD,Reptilia,Tropidoclonion lineatum,Tropidoclonion lineatum,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.913021088,
584,"Hallas, Joshua M.; Parchman, Thomas L.; Feldman, Chris R.",2022,Phylogenomic analyses resolve relationships among garter snakes (Thamnophis: Natricinae: Colubridae) and elucidate biogeographic history and morphological evolution,Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,29.85974735,-95.35639876,Yes,"Centroid of Harris, TX",DD,Reptilia,Virginia striatula,Haldea striatula,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.525868416,
585,"Hammond, S. A.; Warren, R. L.; Vandervalk, B. P.; Kucuk, E.; Khan, H.; Gibb, E. A.; Pandoh, P.; Kirk, H.; Zhao, Y. J.; Jones, M.; Mungall, A. J.; Coope, R.; Pleasance, S.; Moore, R. A.; Holt, R. A.; Round, J. M.; Ohora, S.; Walle, B. V.; Veldhoen, N.; Helbing, C. C.; Birol, I.",2017,The North American bullfrog draft genome provides insight into hormonal regulation of long noncoding RNA,NATURE COMMUNICATIONS,Yes,Level 1: General genomic resources,Whole genome,Wild,North America,Canada,55.05741933,-125.0082602,Yes,Centroid of British Columbia,DD,Amphibia,Rana catesbeiana,Aquarana catesbeianus,LC,Global North,21,Canada,Global North,Canada,Global North,Domestic,21,21,0,2.765104055,
590,"Hardy, B. M.; Pope, K. L.; Latch, E. K.",2021,Genomic signatures of demographic declines in an imperiled amphibian inform conservation action,ANIMAL CONSERVATION,Yes,Level 4: Functional Variation - climate change,GBS/RAD/target capture,Wild,North America,United States,42,-122.3,Yes,Estimated,DD,Amphibia,Rana cascadae,Rana cascadae,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.553992033,
593,"Harrington, S.; Burbrink, F. T.",2023,Complex cycles of divergence and migration shape lineage structure in the common kingsnake species complex,JOURNAL OF BIOGEOGRAPHY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,36.41938353,-97.78431133,Yes,Estimated centroid of range provided in figure,DD,Reptilia,Lampropeltis getula,Lampropeltis getula,LC,Global North,2,United States of America,Global North,United States of America,Global North,Domestic,2,2,0,3.229514122,
594,"Hartley, R.; Clemann, N.; Atkins, Z.; Scheele, B.; Lindenmayer, D. B.; Amor, M. D.",2023,Isolated on sky islands: genetic diversity and population structure of an endangered mountain lizard,CONSERVATION GENETICS,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-37.17941848,146.7430051,Yes,Estimated from figure,DD,Reptilia,Cyclodomorphus praealtus,Cyclodomorphus praealtus,EN,Global North,6,Australia,Global North,Australia,Global North,Domestic,6,6,0,1.910416365,
596,"Haselman, J. T.; Olmstead, A. W.; Degitz, S. J.",2015,Global gene expression during early differentiation of Xenopus (Silurana) tropicalis gonad tissues,GENERAL AND COMPARATIVE ENDOCRINOLOGY,Yes,Level 1: General genomic resources,RNASeq,Captive,NA,NA,NA,NA,NA,NA,NA,Amphibia,Xenopus tropicalis,Xenopus tropicalis,LC,,,,,,,,NA,,,NA,
603,"He, Jun; Shu, Yilin; Dai, Yue; Gao, Yuxin; Liu, Shuyi; Wang, Wenchao; Jiang, Huiling; Zhang, Huijuan; Hong, Pei; Wu, Hailong",2022,Microcystin-leucine arginine exposure induced intestinal lipid accumulation and MC-LR efflux disorder in Lithobates catesbeianus tadpoles,Toxicology,Yes,Level 3: Functional Variation - global change,RNASeq,Captive,NA,NA,NA,NA,NA,NA,NA,Amphibia,Lithobates catesbeianus,Aquarana catesbeianus,LC,,,,,,,,NA,,,NA,
605,"Heimeier, R. A.; Das, B.; Buchholz, D. R.; Fiorentino, M.; Shi, Y. B.",2010,Studies on Xenopus laevis intestine reveal biological pathways underlying vertebrate gut adaptation from embryo to adult,GENOME BIOLOGY,Yes,Level 1: General genomic resources,RNASeq,Captive,NA,NA,NA,NA,NA,NA,NA,Amphibia,Xenopus laevis,Xenopus laevis,LC,,,,,,,,NA,,,NA,
611,"Herczeg, D.; Palomar, G.; Zielinski, P.; van Riemsdijk, I.; Babik, W.; Dankovics, R.; Halpern, B.; Cvijanovic, M.; Vörös, J.",2023,"Genomic analysis reveals complex population structure within the smooth newt, Lissotriton vulgaris, in Central Europe",ECOLOGY AND EVOLUTION,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Austria,47.75196,17.01827,Yes,avg point chosen between sites,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,9,Hungary,Global North,Hungary,Global North,International,3,9,0,3.250868082,
611,"Herczeg, D.; Palomar, G.; Zielinski, P.; van Riemsdijk, I.; Babik, W.; Dankovics, R.; Halpern, B.; Cvijanovic, M.; Vörös, J.",2023,"Genomic analysis reveals complex population structure within the smooth newt, Lissotriton vulgaris, in Central Europe",ECOLOGY AND EVOLUTION,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Hungary,47.23082,18.65114,Yes,avg point chosen between sites,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,9,Hungary,Global North,Hungary,Global North,International,3,9,0,3.363541603,
616,"Hernández Fernández, Javier; Pinzón, Andrés; Mariño-Ramírez, Leonardo",2017,De novo transcriptome assembly of loggerhead sea turtle nesting of the Colombian Caribbean,Genomics data,Yes,Level 1: General genomic resources,RNASeq,Wild,South America,Colombia,10.16958,-75.8137,Yes,,DD,Reptilia,Caretta caretta,Caretta caretta,VU,Global South,3,Colombia,Global South,United States of America,Global North,International,2,1,2,NA,
617,"Hernández-Fernández, J.",2017,"Data of first de-novo transcriptome assembly of a non-model species, hawksbill sea turtle, Eretmochelys imbricate, nesting of the Colombian Caribean",DATA IN BRIEF,Yes,Level 1: General genomic resources,RNASeq,Wild,South America,Colombia,10.17722,-75.77151,Yes,,DD,Reptilia,Eretmochelys imbricata,Eretmochelys imbricata,CR,Global South,1,Colombia,Global South,Colombia,Global South,Domestic,1,0,1,NA,
619,"Hill, P. L.; Burridge, C. P.; Ezaz, T.; Wapstra, E.",2018,"Conservation of Sex-Linked Markers among Conspecific Populations of a Viviparous Skink, Niveoscincus ocellatus, Exhibiting Genetic and Temperature-Dependent Sex Determination",GENOME BIOLOGY AND EVOLUTION,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Oceania,Australia,-42.566667,157.866667,NO,converted from DDM,DD,Reptilia,Niveoscincus ocellatus,Carinascincus ocellatus,LC,Global North,4,Australia,Global North,Australia,Global North,Domestic,4,4,0,NA,
